Family,Genus,Species,volant,Position,ShiftR,PrAb,Sampling,Grain,Quality,Start
Apidae,Bombus,Bombus quadricolor,y,Centroid,-6.818,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus quadricolor,y,Centroid,7.56,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus ruderarius,y,Centroid,0.124,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus ruderarius,y,Leading edge,1.117,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus ruderarius,y,Centroid,1.607,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus ruderarius,y,Centroid,3.403,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus ruderarius,y,Centroid,5.268,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus ruderarius,y,Trailing edge,20.927,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus ruderatus,y,Centroid,1.256,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus ruderatus,y,Centroid,4.809,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus ruderatus,y,Centroid,6.056,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus rufocinctus,y,Centroid,-5.475,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus rufocinctus,y,Centroid,-4.761,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus rufocinctus,y,Centroid,10.617,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus rupestris,y,Centroid,-3.262,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus rupestris,y,Centroid,-0.544,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus rupestris,y,Centroid,0.084,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus rupestris,y,Leading edge,0.459,OCCUR,TWO,FINE,LOW,1902
Apidae,Bombus,Bombus sichelii,y,Centroid,-7.093,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus sichelii,y,Leading edge,-3.673,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus sichelii,y,Centroid,-2.459,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus sichelii,y,Trailing edge,-1.673,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus sichelii,y,Centroid,0.83,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus sichelii,y,Centroid,1.524,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus soroeensis,y,Leading edge,-5.668,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus soroeensis,y,Centroid,-4.868,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus soroeensis,y,Centroid,-0.871,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus soroeensis,y,Centroid,4.326,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus soroeensis,y,Centroid,9.539,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus soroeensis,y,Trailing edge,11.059,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus sporadicus,y,Centroid,-3.835,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus sporadicus,y,Centroid,-2.931,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus sporadicus,y,Centroid,-1.173,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus subterraneus,y,Centroid,-1.764,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus subterraneus,y,Centroid,7.107,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus subterraneus,y,Centroid,8.717,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus sylvarum,y,Leading edge,-2.522,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus sylvarum,y,Centroid,-1.374,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus sylvarum,y,Trailing edge,0.166,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus sylvarum,y,Centroid,3.156,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus sylvarum,y,Centroid,3.739,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus sylvarum,y,Centroid,5.361,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus sylvestris,y,Centroid,-1.425,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus sylvestris,y,Centroid,-1.19,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus sylvestris,y,Centroid,-0.484,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus sylvicola,y,Centroid,-3.452,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus sylvicola,y,Centroid,2.086,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus sylvicola,y,Centroid,5.147,ABUND,TWO,FINE,MODELED,1974
Apidae,Bombus,Bombus sylvicola,y,Centroid,7.272,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus sylvicola,y,Centroid,9.382,ABUND,TWO,FINE,MODELED,1974
Apidae,Bombus,Bombus ternarius,y,Centroid,-1.097,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus ternarius,y,Centroid,-0.853,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus ternarius,y,Centroid,0.371,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus terrestris,y,Centroid,-3.59,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus terrestris,y,Centroid,-1.815,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus terrestris,y,Centroid,-1.362,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus terrestris,y,Centroid,-0.838,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus terrestris,y,Leading edge,-0.068,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus terrestris,y,Trailing edge,0.444,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus terricola,y,Centroid,-0.744,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus terricola,y,Centroid,-0.515,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus terricola,y,Centroid,0.742,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus vagans,y,Centroid,-0.874,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus vagans,y,Centroid,-0.108,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus vagans,y,Centroid,0.06,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus vandykei,y,Centroid,-1.995,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus vandykei,y,Centroid,-1.235,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus vandykei,y,Centroid,7.236,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus vestalis,y,Centroid,-0.431,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus vestalis,y,Centroid,-0.421,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus vestalis,y,Centroid,-0.233,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus veteranus,y,Centroid,0.756,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus veteranus,y,Centroid,3.105,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus veteranus,y,Centroid,3.865,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus vosnesenskii,y,Centroid,-1.822,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus vosnesenskii,y,Centroid,0.233,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus vosnesenskii,y,Centroid,6.321,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus wurflenii,y,Leading edge,-3.4,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus wurflenii,y,Leading edge,5.435,OCCUR,TWO,FINE,LOW,1902
Apidae,Bombus,Bombus wurflenii,y,Centroid,6.612,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus wurflenii,y,Centroid,7.62,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus wurflenii,y,Centroid,11.504,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus wurflenii,y,Centroid,15.371,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus wurflenii,y,Trailing edge,56.171,ABUND,TWO,FINE,LOW,1987
Chrysididae,Chrysis,Chrysis ignita,y,Leading edge,5.914,OCCUR,TWO,FINE,LOW,1902
Chrysididae,Trichrysis,Trichrysis cyanea,y,Leading edge,4.545,OCCUR,TWO,FINE,LOW,1902
Crabronidae,Argogorytes,Argogorytes mystaceus,y,Leading edge,2.766,OCCUR,TWO,FINE,LOW,1902
Crabronidae,Ectemnius,Ectemnius cephalotes,y,Leading edge,5.56,OCCUR,TWO,FINE,LOW,1902
Crabronidae,Mellinus,Mellinus arvensis,y,Leading edge,1.388,OCCUR,TWO,FINE,LOW,1902
Crabronidae,Trypoxylon,Trypoxylon figulus,y,Leading edge,5.139,OCCUR,TWO,FINE,LOW,1902
Diprionidae,Gilpinia,Gilpinia hercyniae,y,Leading edge,3.388,OCCUR,TWO,FINE,LOW,1902
Pamphiliidae,Pamphilius,Pamphilius gyllenhali,y,Leading edge,-0.057,OCCUR,TWO,FINE,LOW,1902
Pompilidae,Auplopus,Auplopus carbonarius,y,Leading edge,-0.048,OCCUR,TWO,FINE,LOW,1902
Siricidae,Xeris,Xeris spectrum,y,Leading edge,1.522,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Aglaostigma,Aglaostigma fulvipes,y,Leading edge,-0.23,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Ametastegia,Ametastegia pallipes,y,Leading edge,4.373,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Athalia,Athalia circularis,y,Leading edge,6.584,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Athalia,Athalia cordata,y,Leading edge,5.809,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Birka,Birka cinereipes,y,Leading edge,3.225,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Caliroa,Caliroa annulipes,y,Leading edge,-2.297,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Claremontia,Claremontia alternipes,y,Leading edge,1.579,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Dolerus,Dolerus aeneus,y,Leading edge,-0.785,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Dolerus,Dolerus gonager,y,Leading edge,6.584,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Dolerus,Dolerus nigratus,y,Leading edge,2.22,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Dolerus,Dolerus picipes,y,Leading edge,4.804,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Dolerus,Dolerus vestigialis,y,Leading edge,-0.048,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Eutomostethus,Eutomostethus luteiventris,y,Leading edge,5.809,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Euura,Euura scutellatus,y,Leading edge,2.89,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Macrophya,Macrophya alboannulata,y,Leading edge,-0.23,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Macrophya,Macrophya duodecimpunctata,y,Leading edge,2.22,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Pachyprotasis,Pachyprotasis rapae,y,Leading edge,3.225,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Pristiphora,Pristiphora mollis,y,Leading edge,-1.254,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Rhogogaster,Rhogogaster viridis,y,Leading edge,0.852,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Strongylogaster,Strongylogaster macula,y,Leading edge,3.541,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Strongylogaster,Strongylogaster mixta,y,Leading edge,0.459,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Taxonus,Taxonus agrorum,y,Leading edge,6.115,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Tenthredo,Tenthredo arcuata,y,Leading edge,6.029,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Tenthredo,Tenthredo atra,y,Leading edge,3.349,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Tenthredo,Tenthredo colon,y,Leading edge,2.976,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Tenthredo,Tenthredo livida,y,Leading edge,4.967,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Tenthredo,Tenthredo mesomela,y,Leading edge,0,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Tenthredo,Tenthredo olivacea,y,Leading edge,6.258,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Tenthredo,Tenthredo temula,y,Leading edge,-0.057,OCCUR,TWO,FINE,LOW,1902
Tenthredinidae,Tenthredopsis,Tenthredopsis nassata,y,Leading edge,5.11,OCCUR,TWO,FINE,LOW,1902
Vespidae,Dolichovespula,Dolichovespula norwegica,y,Leading edge,2.201,OCCUR,TWO,FINE,LOW,1902
Vespidae,Dolichovespula,Dolichovespula saxonica,y,Leading edge,5.483,OCCUR,TWO,FINE,LOW,1902
Vespidae,Dolichovespula,Dolichovespula sylvestris,y,Leading edge,1.608,OCCUR,TWO,FINE,LOW,1902
Vespidae,Symmorphus,Symmorphus allobrogus,y,Leading edge,-0.105,OCCUR,TWO,FINE,LOW,1902
Vespidae,Vespula,Vespula rufa,y,Leading edge,3.043,OCCUR,TWO,FINE,LOW,1902
Vespidae,Vespula,Vespula vulgaris,y,Leading edge,5.12,OCCUR,TWO,FINE,LOW,1902
Geometridae,Abaciscus,Abaciscus tristis,y,Centroid,2.86,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Abaciscus,Abaciscus tristis,y,Leading edge,3.419,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Abaciscus,Abaciscus tristis,y,Trailing edge,6.256,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Abraxas,Abraxas intervacuata,y,Leading edge,6.093,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Abraxas,Abraxas intervacuata,y,Centroid,7.558,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Abraxas,Abraxas intervacuata,y,Trailing edge,9.186,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Abraxas,Abraxas invasata,y,Leading edge,-8.721,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Abraxas,Abraxas invasata,y,Centroid,-0.674,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Abraxas,Abraxas invasata,y,Trailing edge,2.651,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Acolutha,Acolutha albipunctata,y,Leading edge,-9.884,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Acolutha,Acolutha albipunctata,y,Centroid,-1.767,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Acolutha,Acolutha albipunctata,y,Trailing edge,2.209,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Alcis,Alcis maculata,y,Trailing edge,-0.581,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Alcis,Alcis maculata,y,Centroid,6.698,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Alcis,Alcis maculata,y,Leading edge,17.674,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Alcis,Alcis praevariegata,y,Trailing edge,-3.395,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Alcis,Alcis praevariegata,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Alcis,Alcis praevariegata,y,Centroid,0.14,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Amblychia,Amblychia cavimargo,y,Centroid,-0.605,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Amblychia,Amblychia cavimargo,y,Leading edge,0.512,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Amblychia,Amblychia cavimargo,y,Trailing edge,1.977,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Amblychia,Amblychia infoveata,y,Trailing edge,-0.488,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Amblychia,Amblychia infoveata,y,Centroid,2,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Amblychia,Amblychia infoveata,y,Leading edge,8.558,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Apophyga,Apophyga altapona,y,Centroid,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Apophyga,Apophyga altapona,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Apophyga,Apophyga altapona,y,Trailing edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Axinoptera,Axinoptera penataran,y,Leading edge,0.442,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Axinoptera,Axinoptera penataran,y,Trailing edge,0.605,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Axinoptera,Axinoptera penataran,y,Centroid,0.791,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Bornealcis,Bornealcis expleta,y,Trailing edge,-0.465,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Bornealcis,Bornealcis expleta,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Bornealcis,Bornealcis expleta,y,Centroid,1.512,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Bornealcis,Bornealcis versicolor,y,Centroid,-0.256,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Bornealcis,Bornealcis versicolor,y,Trailing edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Bornealcis,Bornealcis versicolor,y,Leading edge,4.953,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Brabira,Brabira emerita,y,Leading edge,-9.884,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Brabira,Brabira emerita,y,Trailing edge,-3.256,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Brabira,Brabira emerita,y,Centroid,-2.116,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Calletaera,Calletaera subgravata,y,Leading edge,0.558,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Calletaera,Calletaera subgravata,y,Centroid,1.605,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Calletaera,Calletaera subgravata,y,Trailing edge,8.442,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Catoria,Catoria proicyrta,y,Leading edge,8.721,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Catoria,Catoria proicyrta,y,Trailing edge,9.698,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Catoria,Catoria proicyrta,y,Centroid,12.628,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Chloroclystis,Chloroclystis obturgescens,y,Leading edge,-9.884,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Chloroclystis,Chloroclystis obturgescens,y,Centroid,1.279,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Chloroclystis,Chloroclystis obturgescens,y,Trailing edge,3.465,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Chorodna,Chorodna pseudobolima,y,Centroid,-3.07,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Chorodna,Chorodna pseudobolima,y,Trailing edge,-0.651,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Chorodna,Chorodna pseudobolima,y,Leading edge,5.326,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Cleora,Cleora mjoebergi,y,Centroid,-2.721,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Cleora,Cleora mjoebergi,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Cleora,Cleora mjoebergi,y,Trailing edge,4.651,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Cleora,Cleora pendleburyi,y,Leading edge,-18.605,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Collix,Collix intrepida,y,Leading edge,-9.884,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Collix,Collix intrepida,y,Trailing edge,8.512,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Collix,Collix mesopoia,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Collix,Collix mesopoia,y,Trailing edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Collix,Collix mesopoia,y,Centroid,5.884,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Comibaena,Comibaena albimarginata,y,Centroid,5.814,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Comibaena,Comibaena albimarginata,y,Leading edge,8.721,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Comibaena,Comibaena albimarginata,y,Trailing edge,8.721,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Cyclophora,Cyclophora,y,Trailing edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Cyclophora,Cyclophora,y,Centroid,4.907,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Cyclophora,Cyclophora,y,Leading edge,8.721,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Cyclophora,Cyclophora hirtipalpis,y,Centroid,10.14,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Cyclophora,Cyclophora hirtipalpis,y,Trailing edge,10.163,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Cyclophora,Cyclophora hirtipalpis,y,Leading edge,18.605,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Dalima,Dalima mjobergi,y,Leading edge,3.558,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Dalima,Dalima mjobergi,y,Centroid,5.116,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Dalima,Dalima mjobergi,y,Trailing edge,5.651,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Dalima,Dalima patularia,y,Trailing edge,-12.674,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Dalima,Dalima patularia,y,Centroid,-1.349,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Dalima,Dalima patularia,y,Leading edge,2.279,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Dasyboarmia,Dasyboarmia delineata,y,Centroid,-2.977,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Dasyboarmia,Dasyboarmia delineata,y,Leading edge,-1.791,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Dasyboarmia,Dasyboarmia delineata,y,Trailing edge,3.395,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Dasyboarmia,Dasyboarmia isorropha,y,Trailing edge,-4.14,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Dasyboarmia,Dasyboarmia isorropha,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Dasyboarmia,Dasyboarmia isorropha,y,Centroid,0.93,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Dindica,Dindica alaopis,y,Leading edge,-9.884,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Dindica,Dindica alaopis,y,Centroid,-0.023,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Dindica,Dindica alaopis,y,Trailing edge,9.953,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Diplurodes,Diplurodes submontana,y,Trailing edge,-3.512,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Diplurodes,Diplurodes submontana,y,Centroid,1.884,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Diplurodes,Diplurodes submontana,y,Leading edge,3.674,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Diplurodes,Diplurodes sugillata,y,Leading edge,0.674,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Diplurodes,Diplurodes sugillata,y,Trailing edge,8.488,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Dooabia,Dooabia lunifera,y,Trailing edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Dooabia,Dooabia plana,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Dooabia,Dooabia plana,y,Trailing edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Dysstroma,Dysstroma pendleburyi,y,Trailing edge,2.558,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Dysstroma,Dysstroma pendleburyi,y,Centroid,3.116,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Dysstroma,Dysstroma pendleburyi,y,Leading edge,9.186,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Ecliptopera,Ecliptopera furvoides,y,Leading edge,-9.884,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Ecliptopera,Ecliptopera furvoides,y,Centroid,-2.814,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Ecliptopera,Ecliptopera furvoides,y,Trailing edge,2.372,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Ectropis,Ectropis longiscapia,y,Trailing edge,-4.581,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Ectropis,Ectropis longiscapia,y,Centroid,2.395,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Ectropis,Ectropis longiscapia,y,Leading edge,8.767,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Ectropis,Ectropis pais,y,Trailing edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Ectropis,Ectropis pais,y,Centroid,2.326,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Ectropis,Ectropis pais,y,Leading edge,9.023,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Episteira,Episteira vacuefacta,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Episteira,Episteira vacuefacta,y,Trailing edge,8.419,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Eucyclodes,Eucyclodes discata,y,Centroid,1.535,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Eucyclodes,Eucyclodes discata,y,Trailing edge,8.721,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Eucyclodes,Eucyclodes discata,y,Leading edge,8.721,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Eupithecia,Eupithecia kamburonga,y,Trailing edge,-14.93,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Eupithecia,Eupithecia kamburonga,y,Centroid,-2.07,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Eupithecia,Eupithecia kamburonga,y,Leading edge,9.884,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Eupithecia,Eupithecia melanolopha,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Eupithecia,Eupithecia melanolopha,y,Trailing edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Eupithecia,Eupithecia melanolopha,y,Centroid,0.791,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Eupithecia,Eupithecia mundiscripta,y,Trailing edge,-14.605,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Eupithecia,Eupithecia mundiscripta,y,Centroid,-10.628,ABUND,TWO,FINE,RESURVEYED,1965
